title,category,reward
"미국 아이비리그 출신이 만든, 직장인을 위한 10분 미드 회화",출판,2312%
위기를 기회로 바꾸는 방법 공개! <잠든 사이 부자되는 미국 주식 투자>,출판,2294%
2시간으로 완전히 끝내는 혁신적인 영어문법 특급비밀 #만족도 4.7,출판,2224%
"마법 학교의 비밀을 파헤치는 모험이 시작된다! 인터랙션 북, <성도학원>",출판,2127%
"""읽는 내내 소름끼친다"" 역사의 주인공들이 생생히 전하는 ""역사의 원전""",출판,1871%
"옷 잘 입는 남자들의 이야기 , 궁극의 남성 패션을 담은《트루 스타일》",출판,1828%
질문 다이어리 끝판왕 & 365개의 글귀가 담긴 뜯어쓰는 일력,출판,1783%
책 1권 값에 5권 읽자 <자녀와 함께 읽는 단계별 영어동화>,출판,1783%
"2초만에 영어가 튀어나온다, '직장인 3개월 영어 프리토킹'",출판,1736%
*4차 앵콜* [라이프쉐어 대화카드/에세이 노트] 우리의 대화를 의미있게,출판,1727%
"실전 주식매매 노하우(매매기법, 조건검색식, 유료강의 수강 노하우 제공)",출판,1561%
내 안의 답을 찾는 하루 15분ㅣ좋은 질문들을 엄선한 질문다이어리,출판,1550%
여행 좋아하세요? 가슴이 뜨거워지는 매거진 ARTRAVEL 아트래블,출판,1512%
"낯선 대화로 너와 나를 꺼내보는 ""라이프쉐어 대화카드""",출판,1450%
1시간으로 끝내는 대학생과 직장인 영어공부 혼자하기용 궁극의 가이드북,출판,1426%
1.5억 앵콜ㅣ펼치는 순간 고흐에 빠져들다. 갤러리북 한정판 에디션,출판,1420%
*3차앵콜* [라이프쉐어 대화카드/다이빙노트] 우리의 대화를 의미 있게,출판,1400%
퍼스널브랜딩 전문가가 만든 콘텐츠 기획 실전 노하우,출판,1340%
1인 식품기업으로 비상식적 온라인 유통 트리플 시스템 만들기,출판,1324%
비즈니스모델을 혁신하는 5가지의 길 - 5 Innovation ways,출판,1316%
하드보일드 과학 그래픽노블 <원자폭탄> 한국어판 프로젝트,출판,1313%
"연 매출 1억 달성 비결, 'PS 카피라이팅'",출판,1297%
[슬기로운 창업생활] Start-up Engineering,출판,1283%
[앵콜] 우리의 대화를 깊고 풍성하게 해주는 '라이프쉐어 대화카드',출판,1256%
비누베이킹,출판,1252%
남들보다 12배 빨리 피아노 작곡 배우는 법,출판,1249%
"영어회화 유창하게 하는 ""3가지 원칙""",출판,1204%
"[만족5.0] 답답한 영어, 속 시원하게 끝! (278p 체험판증정)",출판,1162%
디지털 마케팅 개론 도서 - 4차 산업혁명 시대의 마케팅 가이드,출판,1144%
마케팅의 정석 - 4차 산업혁명시대를 위한 마케팅 지침서,출판,1118%
[집에서10분이면OK!] 900명 음악전문가가 추천하는 음악홈클래스!,출판,1117%
[와디즈 한정] 건축 외길 25년차 출판사가 엄선한 <건축수업 에디션>,출판,1093%
더 클 수 있었다! 우리아이 숨은 5cm찾기 프로젝트<성장백서>,출판,1078%
"K-콘텐츠 퓨전 역사소설 < 춤추는 왕자님, 별을 쏘다>",출판,1075%
"<또다시, 산티아고순례길> 산티아고 순례길, 왜 그렇게 많이 갈까요?",출판,1067%
매일 반복되는 직장생활에 현타온다면? 멘탈 붙들어줄 나나나학습지,출판,1066%
잘나가는 크리에이터의 발상법! 미래 인사이트 종합본 <디자인 매니페스토>,출판,1041%
"디지털 노마드를 위한 지침서, WorkLifeBlending",출판,1025%
"[마지막앵콜] 영어 독해의 지름길, 서포터가 인정한 단계별 영어원서",출판,990%
"남자라면 알아야 할 클래식 스타일의 기본, <남자의 복장술> 평생 소장본",출판,983%
"[코로나 극복] 위기를 기회로, 단 4장의 카드로 인생을 재설계하라.",출판,955%
"영어 독해 상위 1% 시크릿, 영어 문장을 술술 해석하는 노하우!",출판,906%
"[2127%달성! 앵콜] 마법 학교의 비밀, 인터랙션북 <성도학원>",출판,904%
[앵콜5.0] <누구나 쉽게 읽는 단계별 영어동화>책1권에 5권이 쏙!!,출판,894%
[인싸담당자] 직무인터북: 현직자 인터뷰로 직무이해 대신 끝내줄게요!,출판,878%
네이티브가 생각하는 느낌을 담은 영어 패턴 책,출판,821%
"일상이 이야기가 되는 시간, 문학/교양 매거진 '에픽'",출판,788%
[K마켓 상위 1%] 전자책 2000만원 노하우,출판,759%
"조명, 온도, 습도... 공간의 분위기를 책임지는 건축재료 이야기",출판,743%
이런 영어 공부는 처음이야! 스토리로 배우는 미드 영어,출판,741%
3만원에 30조의 상업용 부동산정보를! TOP45 서울 오피스빌딩 매거진,출판,735%
생초보를위한 스마트스토어 2주챌린지 : 1시간 투자로 용돈100만원 벌기,출판,728%
"[월 5000만원 매출 인증] 1시간 속성, 돈 버는 스마트스토어",출판,716%
"펀딩성공, <한방명의의 길을 묻다> 다양한 리워드혜택",출판,710%
"내가 몰랐던 서울, 아날로그 음악생활_LP바 가이드북",출판,703%
빅5 출신 간호사 작가가 쓴 '간호사 자소서 공략집',출판,698%
"#주식투자비법, 초보자도 주식으로 돈버는 알짜배기 노하우 대방출!",출판,692%
[성공과 행운을 끌어당기는] 써보면 인생이 180도 바뀌는 22마인드셋,출판,685%
"[300만부 초베스트셀러] 가시고기 20년 후, 두 번째 이야기",출판,674%
바쁜 당신을 위해 직접 골라 보내드려요! 문앞에서 만나는 여가 활동 키트,출판,655%
[취준생+이직준비생 필독] 2시간 만에 면접의 신이 되는 합격 백서,출판,617%
"캘리워크북, 제노붓펜으로 배우는 캘리그라피 with 이니글씨",출판,617%
팬데믹으로 인한 교육의 변화와 미래 <교사 난중일기: 팬데믹의 교사들>,출판,616%
5.0 만점ㅣ영포자가 영어 독해 상위 1%가 된 시크릿!,출판,610%
평범한 사람들 속에서 가장 빛나는 '나'를 만들어줄 l 패션가이드북 l,출판,595%
"[2022년 다이어리] 쉿, 삼성 임직원들만 쓰던 아이디어머신 플래너!",출판,595%
나도 반주할 수 있다 버클리음대 출신 교수진이 집필한 피아노 반주법 교재,출판,587%
"디지털 마케팅 맞춤 VOD 강의와 eBook, 이 모든 것을 한 번에!",출판,586%
나만의 책을 만들고 싶은 모두를 위한 <나의 기록을 한 권의 책으로>,출판,579%
✨괜찮아마을✨서울 말고 지방에 관심 있는 당신을 위한 잡지,출판,559%
"본격 중소기업 인사총무 야생에세이, 오늘의 인사총무 맑음",출판,557%
[2차 펀딩] 베스트셀러에 시들해진 그대에게_독립출판물 정기구독 서비스,출판,552%
"창업에 대한 기본 개념부터 지역 성공 창업까지, 김해 창업카페 성공스토리",출판,546%
"[서버가 펑!]매출도 수익도 포기할 수 없을 때, 종합감기약 '프로모션'",출판,540%
[업그레이드 펀딩] 주식투자 한번에 배우기 이론과 실전 완벽 적용,출판,538%
"하루 1만명 방문 블로그가, 돈 버는 법과 성장법 알려드려요.",출판,531%
쇼핑몰운영10년 경험을 바탕으로 쇼핑몰 매출올리는 실전 테크트리,출판,516%
퇴사 직전 | 0원으로 시작한 강사 투잡으로 1억 6천 부수익 벌기 실전,출판,515%
"가장 부산다운 잡지,<다시부산>10호",출판,510%
[6872% 앵콜] 2시간 영문법 특급비밀 + 친절한 왕초보 영어 훈련,출판,508%
내년엔 이게 뜬다! <2022 트렌드 모니터> 직장인 필독 키워드,출판,508%
[바이오필릭 시티] 자연을 품은 지속가능한 도시 모델,출판,505%
법적효력을 지니는 유언장 I 손으로 써내려가는 나만의 엔딩노트,출판,501%
나라도 나를 아껴야지! <나를 아끼는 마음> 에세이& 탁상 일러스트포스터,출판,500%
카톡을 내 앱처럼 만들어서 온라인 마케팅 전쟁에서 승리하기,출판,489%
"""영혼을 팔아서라도 성경을 그리고 싶다"" by 만화가 박흥용(총괄기획)",출판,485%
널스피팅 케이스 면접 대비 전자책 <단권에 합격하는 케이스면접>,출판,482%
잠든 사이 월급 버는 미국 배당주 투자,출판,480%
헌법의 탄생을 둘러싼 격변하는 세계의 역사 <헌법의 탄생> !,출판,472%
60년을 넘어 100년으로 | <오브젝트의 사물_피스코리아> 브랜드북,출판,466%
99% 성공하는 내 집 짓기! <시골땅 집짓기 성공해부학>,출판,465%
비전공자 문과생에서 IT 핵심인재로 거듭나기까지ㅣIT회사에 간 문과 여자,출판,465%
"초딩도 할 수 있는 ""기초 영어 해석 꿀팁""",출판,458%
[앵콜] 책만들기 100종 키트 - 인디자인 원데이 클래스,출판,456%
[미술관] 원화의 감동을 옮기다! 갤러리북 Vol.1 빈센트 반 고흐,출판,455%
"[리워드펀딩, 이것만 보세요] 와디즈가 알려주지 않는 꿀TIP 대방출",출판,455%
"남자는 무엇을, 왜 입어야 하는가 <맨 앤 스타일>",출판,452%
총 구독자 300만 유튜버에게 배우는 전세계 대상으로 유튜브에서 돈버는법,출판,452%
"프랑스 미슐랭 쉐프가 알려주는, 171년 프랑스 명품차 <꼼빠니꼴로니알>",출판,447%
디자이너 선배가 알려주는 인쇄꿀팁,출판,445%
"첫 번째 계절 이야기, 여름 : [여름의 캐럴] 소장본 제작",출판,444%
하루 1시간. 쿠팡파트너스로 매일 치맥값정도는 벌기_직장인 부업 투잡,출판,437%
"[문화독립운동] 잃어가던 한국화를 되찾다! 한국화시리즈 1, 단원 김홍도",출판,429%
"알고 마시면 더 맛있는 한 잔, <맥주도 취미가 될 수 있나요?>",출판,428%
"언택트시대에서 성공적인 블로그 직접 운영하기, 만블이 알려드려요.",출판,428%
진짜 맛집은 어디에 있을까요? [블루북]으로 맛집탐방 고민 끝!,출판,426%
콘텐츠가 리드하는 도시 | 서울편 | 기획자가 주목해야 할 공간들,출판,425%
"한 권의 책과 카메라로 떠나는 특별한 여행, 도시사진집 <레투어> 컬렉션",출판,421%
"와디즈 한정 특별판 | 우리의 정체성을 큐레이션한 아트매거진, 월간한옥",출판,414%
[골린이 필독서] 30만 골프유튜버 심짱이 알려주는 골프노하우 TOP63,출판,410%
네이버 블로그 하루 1만명을 만들 수 있었던 노하우와 매출로 연결시키는법,출판,408%
답답해 죽느니 내가 직접 만드는 SNS콘텐츠,출판,407%
성공적인 프로포즈를 위한 웨딩주얼리 가이드북 (with 리얼 다이아몬드),출판,405%
7143% 앵콜~영어파닉스발음사전~총펀딩 수량 해외파병 국군에게 무상기증,출판,395%
조각조각 내 손으로 채워가는 우리의 멋! 스티커 컬러링북 [조선왕실 편],출판,394%
"<강남놀부> 세상은 가진 자와 없는 자, 둘뿐이다. 형제 같은 건 없다.",출판,376%
[리더십 1타] 팀원들의 성과를 200% 끌어올리는 리더십 클래스,출판,375%
(영문법) GRAMMAR MASTER +,출판,369%
"세상에서 가장 멋진 병밍아웃, '전지적 공황장애 시점' 출판 프로젝트",출판,368%
<엄마 맞춤형 다이어리> 나와 아이의 바쁜 일상을 함께 기록하다,출판,363%
빅데이터로 보는 미국주식 투자지도 2021,출판,352%
"지속 가능한 지구를 지키는 유일한 방법, [쓰레기 사전]",출판,352%
"어디에도 없는 DMZ이야기, 매거진 <ABOUT DMZ>",출판,350%
죽음을 통해 우리의 '진짜'를 찾습니다. 미리쓰는 유언장 출판 프로젝트,출판,350%
[나만의 힐링 취미]뇌를 쉬게 해주는 패턴아트.이젠 드로잉 테라피하세요!,출판,350%
"아내, 노트북을 열다",출판,349%
"논리적 사고력을 키워주는 수학, 유클리드 기하학원론 워크북",출판,347%
[호캉스 어디가지?] 호텔에 천만원 넘게 쓴 호텔리뷰어의 호텔 가이드북,출판,346%
만다라와 마음챙김+ 두뇌건강챙김,출판,344%
최승윤 작가의 두번째 그림책을 소장하세요,출판,343%
국내 최초 미국주식 퀀트분석 서비스 뉴지랭크US,출판,340%
[재테크의 본질 3요소] 부의 트라이앵글,출판,340%
"[최초출시] ""Jazz, OnStage"" 세계30개국 재즈공연현장 사진집",출판,327%
이제는 끝까지 읽어보자! 이 책이 당신을 끝까지 읽게 해줍니다.,출판,319%
미국주식S&P500가이드북,출판,317%
디저트 좋아하세요? 당신을 위한 [감성 디저트 맛집 완벽 가이드],출판,316%
원조하이틴! 열네 살 외로운 소녀 영심이가 만화책으로 찾아옵니다.,출판,316%
한국식 문법은 그만! 진짜 원어민들이 사용하는 진짜 영문법 500,출판,312%
손세차부터 셀프광택까지 자동차 디테일링의 모든 것 <세차의 정석>,출판,310%
광고인을 꿈꾸는 이들을 위한 REAL 광고회사 합격 가이드,출판,310%
2시간으로 완전히 끝내는 혁신적인 영어문법 특급비밀,출판,309%
"4차 산업혁명, 미래를 향해 현재의 교육을 디자인하다!",출판,308%
[쏘영닷컴] 중국어가 필요할 땐? 언니에게 물어봐!,출판,305%
"부동산으로 번 돈, 이제는 지킬 차례! 땅배기의 부동산 세금 일당백하기!",출판,292%
치율작가님의 화제작 [모노크롬루머] 소장본 제작,출판,287%
이렇게 힙한 타로카드 봤어? 소장가치 뿜뿜 [그런지 타로카드&가이드북],출판,285%
"아무도 나에게 좋아한다고 말하지 말아 줘, <오렌지칵테일>",출판,284%
"서클로 마음을 연결하고 싶은 가족을 위한 ""가족서클""",출판,282%
3억 앵콜ㅣ펼치는 순간 고흐에 빠져들다. 갤러리북 한정판 하드커버 에디션,출판,280%
"40개의 대외활동,1억후원 세계일주까지 청춘들을 위한 기술서",출판,275%
"네온비, 안나래 작가의 웹툰 <미완결> 단행본 제작 프로젝트",출판,274%
베스트셀러가 시들해진 그대에게_독립출판물 정기구독 서비스,출판,273%
[재테크 비법서] 예적금으로는 택도 없지! 요즘세대 재테크를 알려주마!,출판,272%
누구나 한번쯤은 꿈꿔봤을 길 위의 나의 집《밴 라이프》출판 프로젝트,출판,269%
"그 PPT, 만드는 법",출판,269%
사장님! 노동법 힘드시죠? <현장에서 바로 통하는 노무 처방전>,출판,268%
"세상에서 가장 재미있는 성경책, 올마이티 바이블",출판,263%
내가 좋으면 그만인데! 책 <알 바야 쓰레빠야>,출판,256%
[부업의 정석] 스마트스토어 새내기! 왕초보! 를 위한 상세 가이드북!,출판,251%
잠깐 카페? 오래갈 카페! 100년을 꿈꾸는 동네카페가 책 쓰다 프로젝트,출판,251%
"사랑하는 사람과의 대화 해결책, [노크북]",출판,248%
지금 당신의 미션은 무엇입니까?,출판,247%
"엄마,아빠 우리 공룡 보러가요! 18개 명소를 담은 '대한민국 공룡탐험'",출판,246%
<인사이트 디스커버리 프로젝트>와 함께 트렌드의 바다를 항해하세요,출판,246%
지구에서 태어날 모든 아기를 위한 친환경 그림책 <평화로운 탄생> 출판,출판,246%
갑갑해 하는 우리 아이를 위해 ! 재밌게 놀아요~ 슬기로운 육아맘 생활,출판,246%
새하얗게 불태운 [내일의 죠] 완전판 + 프리미엄 굿즈,출판,244%
[인터뷰집] 한국 출신 해외입양인이 들려주는 나를 찾아가는 이야기,출판,243%
중국 시장을 이해하는 가장 빠른 방법 - 이커머스 편 리포트,출판,241%
인간관계에 지친 당신을 위한 세상에 하나뿐인 질문북 ‘I AM’,출판,241%
500연승 금융투자 프리미엄 교육 eBook(전자책),출판,238%
유튜브는 처음입니다만 - 예비 유튜버를 위한 10가지 유튜브 성공 전략,출판,237%
프리랜서 예술강사 1인 창업 가이드북,출판,236%
[싱가포르의 기적] 글로벌 도시국가 싱가포르,출판,235%
그림책 <이 땅의 비밀> 세상에서 가장 큰 퍼즐! 지구땅에 숨겨진 이야기,출판,234%
그림이 있는 소설책 <나의 아름다운 고양이 델마> (일러스트 에디션),출판,232%
내가 설계하는 '미라클 데이' | 도전일지 <하루모아기적>,출판,232%
"코로나 위기에도 더뜨겁게 타오르는 13인의 이야기, 도서 딥체인지2021",출판,232%
성공보다 실패가 더 많은 스타트업 이야기,출판,231%
"캘리그라피작가가 알려주는 아이패드 활용법, how to procreate",출판,230%
[만화복원프로젝트] 마나문고 컴백! 황금날개 시리즈로 출동완료!!,출판,230%
"두번째 공감페이퍼 출간 기념, 이지박스로 소녀들의 건강을 지켜주세요.",출판,228%
운영비 0원! 무재고! 무배송! 하루 2시간! 스마트스토어로 월200벌기,출판,228%
영어만 잘하면 된다? NO! 해외영업 실무 필독 자료 '해외영업바이블',출판,225%
평범한 매일을 쌓아 특별함을 만드는 이들의 본격 직업 에세이 <피땀눈물>,출판,224%
누워서 읽는 법학 민사법 시리즈 출판 프로젝트,출판,221%
교회는 오래 다녔지만 성경을 제대로 읽어 본 적이 없다면?,출판,220%
"CSR의 미래, 파타고니아에서 찾다! <넥스트 CSR 파타고니아> 출간",출판,217%
하이힐 신고 납품하던 김과장은 어떻게 17개 명함을 가진 CEO가되었을까,출판,212%
[하루 10분] 지루한 음악사 NO! 영상강의/교안/실습으로 즐겁게!,출판,212%
나 그리고 나의 자녀는 안녕하신가요? [자존감스쿨],출판,209%
단 한 달 만에 연봉 34% 올려준 <이직의 기술> 대공개,출판,208%
"[119REO/기부플래너] 2020년엔 조금 더 특별한,나만의 다이어리!",출판,206%
[안보면 손해] 철저하게 준비해야 이불킥 안해요!,출판,206%
진짜 맛있는 샌드위치 만들기! 샌드위치의 기초 X 스마트 저울,출판,204%
이탈리아 와인여행,출판,204%
아직도 구매대행만 하니?! 무재고에서 시작해서 직접 수입판매로 스토어운영,출판,203%
더 나은 프로젝트를 위한 전문가들의 <프로젝트 매니지먼트 DIY 툴킷>,출판,201%
소셜벤처를 만들고 싶다면? <소셜벤처 창업 핸드북> 출간!,출판,200%
"[ 아돼삼AR ] 당신이 몰랐던 아기돼지 삼형제의 결말, 지금 시작됩니다",출판,198%
[만화복원프로젝트]태권브이 시리즈 종착역! 깡통로보트 시리즈 출간!!,출판,193%
[경북 군위] 소실마을 할머니 '두려움을 깨고' 문집 발간 프로젝트,출판,192%
[사주 재테크] 잘나가던 주식 전문가는 왜 사주 공부를 시작했을까?,출판,192%
"감동전할 준비되셨나요? 커플,프로포즈,결혼기념 특별한선물 크리스마스전배송",출판,190%
출판 편집자가 공개하는 전자책 제작의 모든 노하우,출판,190%
남겨진 사람의 일기 <여백의 미 공백의 슬픔> 독립 출판 프로젝트,출판,187%
"[출판］향토음식으로 푼 남녀생활 교감 에피소드, 음식男女 상열심사",출판,185%
웹툰<자살소년>단행본 제작 프로젝트,출판,185%
"[운동초보,직장인도 할수있는] 3개월 복근만들기 프로젝트",출판,185%
거품 빼기 [보험 초보 가이드북] : 아는 만큼 받는다!,출판,183%
"왕초보 영어 전문가가 만든, 한국인이 자주 틀리는 왕초보 영어 100",출판,182%
뉴욕 월스트리트 헤지펀드 매니저의 프리미엄 실전 주식투자 노하우 교재,출판,182%
[아빠엄마주목] 성장 다이어리.내 아이에게 줄 수 있는 최고의 선물 !,출판,182%
마음을 돌보기 시작한 당신을 위한 명상 안내서 [명상하고 앉아있네],출판,181%
[앵콜]소장가치가 높은 '미국인처럼 읽고 쓰고 말하는 실전 영문(마)법',출판,180%
한 권으로 끝내는 '내 생에 첫 번째 책 쓰기',출판,179%
"사랑도, 헤어짐도 연습할 수 있다면 : [울지 말아요, 연습인데]",출판,178%
OO살에 연봉 1.5억 한국인 아들이 자란 방법? 전자책 최초공개!,출판,174%
"프로의 인상, 커터 다이어리 | 프로페셔널의 감각적인 비지니스 도구",출판,173%
두 아이를 영어 천재로 키운 미라클맘의 특별한 영어 교육 전략,출판,173%
본업 + 부업 두 마리 토끼 잡는 법,출판,171%
영어가능자 우대! 현실로 만들어 드리는 실리콘밸리 실전 비즈니스 영어,출판,171%
<스트리트H> 창간 12주년 기념 영인본,출판,170%
"일하는 시간은 줄이고, 돈은 자동으로 따박따박! [돈버는 강점발견]",출판,169%
"최후의 희망을 이 가슴에! 자, 닻을 올려라!<벽람항로>",출판,168%
주식을 차트로 이해하라! 여의도 트레이더의 기술적 분석 - 기초편,출판,167%
나는 돈 없어도 금 투자 한다,출판,165%
3차앵콜. 스마트스토어 투잡의 모든 것. 구매대행과 병행수입을 한방에!,출판,165%
"""진실의 눈으로 세상을 본다는 것"" 생활철학잡지 <뉴필로소퍼>",출판,165%
"서울, 일상속 무지개색 여행, I.SEOUL.U 7 드로잉북",출판,162%
스마트스토어 투잡의 모든 것. 구매대행과 병행수입을 한방에! 직장인 부업,출판,162%
"120일간 150곳, 세계 녹색기업들을 만난 탐방모험기",출판,161%
"[대륙의 중국어] 14억 대륙, 이 책에 담았소이다!",출판,160%
읽기 쉬운 만화성경 올마이티바이블[사무엘하],출판,159%
책쓰기 공식 : 출판하는 법 & 책써서 돈버는 법,출판,155%
김유정소설을 활판인쇄본으로 소장하기,출판,154%
건축유영술을 고민하는 돈키호테 그를 위한 건축안내서-아카이브프로젝트 더북,출판,151%
코로나에도 강한 1인 비즈니스 아이템,출판,151%
성공 마인드를 장착하라! '데일 카네기'의 100일 성공확언,출판,151%
"2천명의 서포터와 함께한 한국화 알리기 두번째 프로젝트, 한국화 마리갤",출판,151%
내비게이션 기억법,출판,150%
스티커로 떠나는 로맨틱 무비 여행! <스티커 아트북-로맨스 영화 장소>,출판,149%
"다가올 가을, 당신의 브런치 일상을 바꿔줄 맛집 탐방 프로젝트",출판,149%
디자이너를 위한 무료사이트 모음 / SNS 활용에 꼭필요한 자료,출판,149%
"하루 10분 미드 영어ㅣ영어 말문이 터지는 쉐도잉, 영어회화 패턴까지!",출판,149%
즐거운 실험으로 깨우치는 재미있는 CQ과학,출판,148%
원어민과 재미있게 영어공부하기,출판,148%
[전자책]연애자존감 레시피 - 가장 나답게 사랑하는 법,출판,148%
좋아하는 꽃을 즐기며 창업에 도전해 보세요. 플로리스트 1인 창업,출판,147%
[청년 귀촌 이야기] 도시 아닌 시골에서 탄생한 새로운 삶의 형태,출판,147%
중등영어단어,출판,145%
"부부사이가 나빠지면 어쩌죠? 걱정마세요, 20년간 검증된 백신이 있어요!",출판,145%
"검소하고 유연한 혁신방법, [주가드이노베이션] 한국어판 출간",출판,144%
"출근만 하는 재미없는 일상에서 벗어나고 싶다면, <딴짓매거진>",출판,144%
명상이 필요한 당신에게 '그림책+차명상+클래스'를 선물해 보세요.,출판,144%
나는 안갚는 정부지원금으로 까페 창업했다!,출판,142%
"저성장시대의 혁신 방법, [검소한 이노베이션] 한국어판 출간",출판,141%
엄마와 딸이 함께 쓴 전자책 <종이로 만드는 나의 미술관>에 초대합니다,출판,141%
나도 통역사가 될 수 있을까,출판,141%
"어른들이 더 좋아하는 만화성경책, 올마이티 바이블 누가복음!",출판,140%
"상상력이 쑥쑥 자라나는 한글그림책 [고마워, 한글도깨비야]",출판,140%
2017 서울시립대학교 탁상달력,출판,140%
나만의 책 ......누구나 부담없는 소량(30권) 출판 프로젝트,출판,140%
[전국민 필독서] 우리말이 중국어로 바뀌는 신비의 여행 : 천지인 중국어,출판,140%
하루 9분의 마법 ~75% 이상 할인된 영어 학습 끝판왕 애니톡,출판,140%
단 두권으로 영어회화 끝내기!,출판,140%
"누워서 읽는 법학 형사법 편, 공법 편 출판",출판,139%
불투명한 미래를 어떻게 예측하고 대비할 것인가?,출판,139%
"여자의 영원한 로망, 다이아몬드. 청담동매니저의 다이아몬드 꿀팁 대공개!",출판,139%
"[앵콜 펀딩] 그 PPT, 만드는 법(개정판)",출판,138%
4시간 만에 배우는 영국식 발음 | 전자책,출판,138%
[이지비엣] 베트남어가 궁금하면? 티나와 배워봐요!,출판,137%
최저임금에서 6년간 자산 5억 만든 실전 노하우 (사회초급생편) 전자책,출판,137%
회사에서 체인지메이커로 살아가기-국내 최초 [사내기업가 툴킷] 발간,출판,136%
"미국주식투자, 워런 버핏에게 길을 묻다",출판,136%
산만한 아이 마음을 위한 미술 치료 < 내 마음 낙서책 >_산만,출판,136%
"어른들이 더 좋아하는 올마이티 바이블, 첫 번째 구약서 [출애굽기]",출판,135%
"읽기 쉬운 만화성경, [올마이티바이블 사도행전] 편 프로젝트",출판,135%
"일상 속 우리의 이야기, 포토에세이 <우리는 오늘도 어지럽게 섞인다>",출판,135%
[앵콜] [부업의 정석] 스마트스토어 왕초보! 를 위한 상세 가이드북!,출판,135%
암호화폐의 미래를 보여주는 이해하기 쉽고 재미있는 크립토이야기,출판,134%
